transferred_amount,transaction_mode,transaction_date_time,identity,merchant,label,amount_before_transaction,amount_after_transaction
7853.664292,Branch,06-03-2024 00:08,2572162177,unknown,legitimate,12500.91749,4647.2532
1712.809804,card,03-03-2024 17:26,4.92379E+18,Bakshi-Gopal,legitimate,5133.056304,3420.2465
1839.942324,card,23-02-2024 10:43,4.21411E+12,"Kar, Warrior and Lata",legitimate,6182.003026,4342.060702
7220.097605,Branch,26-01-2024 12:34,8809359038,unknown,fraud,8055.979963,835.8823585
982.8417748,card,29-01-2024 20:45,3.5738E+15,Dave LLC,legitimate,2635.48893,1652.647155
1847.568036,card,08-03-2024 23:01,4.7178E+15,Mani PLC,legitimate,2402.805932,555.2378957
3572.65016,card,21-01-2024 03:25,3.58533E+15,Barad PLC,legitimate,6533.406384,2960.756224
2669.945898,card,01-02-2024 13:27,4.51074E+15,"Dutt, Sankar and Wali",legitimate,3548.460943,878.5150457
3573.022896,card,03-02-2024 03:07,6.0118E+15,Kaur-Singhal,fraud,7076.819759,3503.796863
1837.367111,Mobile,18-02-2024 06:42,7752239641,unknown,legitimate,5625.388894,3788.021783
5895.008208,Mobile,22-02-2024 02:31,2003156816,unknown,fraud,12181.93673,6286.928524
8137.474628,Mobile,06-03-2024 11:39,4176290584,unknown,legitimate,14596.43917,6458.964545
4982.666281,card,09-03-2024 10:11,3.78418E+14,Chahal Group,legitimate,7031.324456,2048.658175
172.9687133,card,09-01-2024 18:56,4.87257E+18,Ray PLC,legitimate,1881.006863,1708.03815
1095.76382,card,06-01-2024 17:04,6.75997E+11,"Karpe, Bal and Lala",legitimate,3796.368504,2700.604683
1380.772037,card,03-02-2024 12:23,4.95263E+15,"Anand, Gole and Batta",legitimate,5696.144207,4315.37217
35.25730339,card,11-03-2024 19:13,3.5854E+15,Sawhney Inc,fraud,3373.183211,3337.925908
1141.015447,card,11-02-2024 15:07,6.59021E+15,Chokshi Ltd,fraud,3766.943296,2625.927849
3548.140846,card,09-01-2024 17:12,2.70473E+15,Gour Group,fraud,8331.512738,4783.371892
664.8417394,Branch,07-03-2024 21:59,4948098862,unknown,fraud,4870.694839,4205.8531
279.4280064,Mobile,27-02-2024 23:58,8815376656,unknown,legitimate,712.5662945,433.1382881
2295.562797,card,06-03-2024 09:36,6.01159E+15,Bhardwaj-Jhaveri,legitimate,6421.323736,4125.760939
803.2454015,Branch,24-02-2024 07:00,1072402484,unknown,legitimate,10285.93804,9482.692643
4300.375427,card,21-02-2024 11:39,2.13198E+14,"Malhotra, D’Alia and Dhawan",legitimate,7790.764859,3490.389432
5317.710493,Branch,03-02-2024 17:28,6528632302,unknown,fraud,10303.66571,4985.955219
293.8381749,card,05-02-2024 01:07,1.80026E+14,Atwal PLC,legitimate,518.0895877,224.2514128
1859.504314,card,28-01-2024 15:21,4.38347E+12,"Warrior, Dara and Ratti",fraud,3120.656882,1261.152568
6787.014849,Branch,27-02-2024 04:05,392903465,unknown,legitimate,15895.56998,9108.555126
4093.71832,card,26-02-2024 00:54,4.80089E+12,Mahal Group,legitimate,4601.025836,507.307516
4542.066864,Branch,23-02-2024 02:25,6394978008,unknown,fraud,5365.34746,823.2805957
1209.590575,card,07-01-2024 13:08,4.22538E+18,"Venkataraman, Atwal and Bhattacharyya",legitimate,2465.196061,1255.605486
204.3007033,card,01-03-2024 04:39,4.41995E+12,Sur-Yadav,legitimate,3131.063065,2926.762362
8951.533595,Branch,25-01-2024 10:27,9885406643,unknown,legitimate,15247.9459,6296.412306
2919.697729,card,18-02-2024 21:23,4.21144E+18,Edwin-Garg,legitimate,7437.664931,4517.967202
4290.71034,card,29-01-2024 13:04,6.01129E+15,Vohra LLC,legitimate,8514.381246,4223.670906
3605.07914,card,21-01-2024 09:24,4.0646E+15,Soni Ltd,legitimate,4645.05939,1039.98025
3643.79958,card,18-01-2024 11:13,4.0053E+12,Mangal-Bhavsar,fraud,4179.309249,535.5096699
1280.806404,card,18-01-2024 08:22,2.70955E+15,"Thaker, Loke and Dugar",fraud,4380.058345,3099.251941
2042.965328,card,28-01-2024 05:30,4.04953E+12,Kumer-Sagar,legitimate,2691.773694,648.8083661
4463.865555,card,28-01-2024 01:27,3.59295E+15,"Chokshi, Chopra and Brar",legitimate,7564.779109,3100.913554
3751.131476,card,14-03-2024 08:15,3.48418E+14,Goda-Keer,legitimate,6163.473178,2412.341702
2175.903854,card,24-02-2024 02:55,4.64559E+15,"Bhasin, Kari and Rajagopal",legitimate,4789.630051,2613.726198
4706.981855,card,13-02-2024 23:16,6.51058E+15,"Bains, Bhattacharyya and Dixit",legitimate,6753.404091,2046.422236
8380.777705,Online,24-02-2024 16:46,7291154533,unknown,legitimate,16693.04962,8312.271911
341.8163742,card,09-01-2024 18:56,4.8845E+18,Bawa Group,fraud,1908.68946,1566.873086
3629.604285,card,26-01-2024 06:16,3.47347E+14,Gopal-Kalla,legitimate,5096.203203,1466.598917
1298.551798,card,27-01-2024 06:44,3.50123E+15,"Shah, Srinivasan and Cheema",legitimate,4503.4528,3204.901002
4905.77836,card,02-02-2024 21:10,4.17286E+15,"Rajan, Kamdar and Yohannan",legitimate,6876.573606,1970.795245
2038.886781,card,06-01-2024 20:30,3.72669E+14,Hora Inc,legitimate,4917.164854,2878.278072
937.0270039,card,21-01-2024 15:36,3.72983E+14,Dubey-Kanda,legitimate,1842.269136,905.2421321
4139.630275,card,10-02-2024 06:02,3.57588E+15,"Madan, Bumb and Mangat",legitimate,8684.986409,4545.356134
1719.799281,card,23-01-2024 08:08,4.91099E+15,"Butala, Mandal and Walla",legitimate,5972.259358,4252.460077
4257.171991,card,10-02-2024 22:42,4.54326E+15,Ratta and Sons,fraud,7410.415667,3153.243676
8011.663914,Branch,13-03-2024 19:22,4068179052,unknown,legitimate,9505.36948,1493.705566
273.6012106,card,16-01-2024 08:32,6.76213E+11,"Ram, Gola and Seshadri",legitimate,3762.727318,3489.126107
1029.168111,card,19-01-2024 22:16,1.8001E+14,"Saxena, Sani and Bora",legitimate,1871.445075,842.2769641
1622.458685,Mobile,12-01-2024 18:07,8125498474,unknown,legitimate,8800.978177,7178.519492
1985.892659,card,09-01-2024 14:16,3.72825E+14,Warrior-Soni,fraud,2401.48247,415.5898114
289.0724871,card,26-02-2024 18:15,4.94592E+18,"Savant, Rau and Babu",legitimate,3159.772909,2870.700421
3338.513917,card,23-02-2024 13:37,4.04153E+18,"Master, Sheth and Sandhu",legitimate,3526.84929,188.3353731
2122.442369,card,07-03-2024 02:09,3.53669E+15,Gara LLC,legitimate,5094.091661,2971.649292
4188.987873,card,12-01-2024 16:26,3.43617E+14,"Andra, Samra and Sandhu",legitimate,4498.812807,309.8249345
2137.328287,card,19-01-2024 03:54,3.51768E+15,Chowdhury LLC,legitimate,5577.336477,3440.00819
8911.960648,Online,11-01-2024 03:33,9891383159,unknown,legitimate,9083.961444,172.0007962
4169.108645,Branch,13-01-2024 01:07,5021204542,unknown,legitimate,9368.443969,5199.335324
897.7500416,Online,03-02-2024 20:00,7741343188,unknown,legitimate,8724.102477,7826.352435
1773.831228,card,26-01-2024 05:43,3.78533E+14,Bhasin Inc,legitimate,5812.44371,4038.612482
3162.867689,card,06-01-2024 07:49,4.621E+18,"Thaker, Gola and Sridhar",fraud,3321.623196,158.755507
3747.326123,card,02-03-2024 01:31,3.72376E+14,Dhillon-Trivedi,legitimate,6686.585274,2939.259151
8136.520902,Online,18-02-2024 00:01,1862723934,unknown,fraud,8931.87023,795.3493281
3965.862987,card,16-01-2024 12:27,4.48597E+15,"Dora, Varkey and Sampath",legitimate,7718.315243,3752.452256
2254.201814,card,11-02-2024 12:18,3.70739E+14,Keer-Tella,fraud,4774.523783,2520.321969
664.9119396,card,26-02-2024 03:57,6.76179E+11,Mallick-Bail,fraud,3524.090426,2859.178486
5430.110295,Branch,07-02-2024 19:00,6259383921,unknown,legitimate,12099.3238,6669.213504
2361.127816,card,01-01-2024 19:12,3.43611E+14,Chadha Group,fraud,5339.564093,2978.436277
5815.062389,Online,15-03-2024 19:03,3946024239,unknown,legitimate,9911.487287,4096.424898
6915.209683,Branch,11-02-2024 04:56,2666485057,unknown,legitimate,14116.11858,7200.908901
8755.642608,Branch,28-01-2024 16:24,939614531,unknown,legitimate,10714.15056,1958.507947
8401.069155,Online,12-02-2024 03:05,194256297,unknown,legitimate,17620.53824,9219.46909
1605.832404,Branch,06-01-2024 21:23,5874193048,unknown,fraud,9885.897872,8280.065468
969.8783415,Online,01-03-2024 18:07,6758177489,unknown,fraud,10631.68221,9661.803873
2518.889375,card,29-01-2024 22:34,2.72063E+15,Bhat-Suresh,legitimate,7015.017774,4496.128399
857.0919464,card,15-03-2024 15:50,5.63911E+11,"Master, Hans and Kanda",fraud,3041.868234,2184.776287
3067.851219,card,16-03-2024 10:54,3.44653E+14,"Bal, Borah and Hayre",legitimate,4347.40947,1279.558251
1741.296477,card,04-01-2024 08:23,4.33094E+15,"Sidhu, Kalita and Hora",fraud,3842.38118,2101.084702
2215.74677,card,13-01-2024 02:14,4.57216E+18,Ravi-Sabharwal,legitimate,3770.92659,1555.179819
1781.431566,card,16-01-2024 04:14,4.39364E+15,Malhotra-Basu,fraud,3267.333354,1485.901788
6771.005093,Mobile,29-01-2024 09:53,2005200053,unknown,legitimate,7196.78957,425.7844775
3897.721906,card,19-02-2024 13:40,5.32684E+15,Loyal and Sons,legitimate,7770.764301,3873.042395
270.7668176,card,01-03-2024 05:18,5.36216E+15,"Kala, Gupta and Solanki",fraud,3024.295062,2753.528244
2267.673186,card,21-02-2024 12:28,3.52096E+15,Bhat-Kale,fraud,5795.72927,3528.056085
4267.891145,card,02-02-2024 12:14,5.65547E+11,"Shankar, Mallick and Dugal",legitimate,7961.811942,3693.920797
3229.640693,card,24-02-2024 16:35,4.4244E+15,Rege Group,legitimate,7770.374659,4540.733965
3308.461129,card,19-02-2024 13:37,4.52156E+15,Dua-Krishna,legitimate,5981.302929,2672.8418
129.4918637,card,18-01-2024 08:25,4.29571E+15,Saran PLC,legitimate,4279.118376,4149.626512
2114.380151,Mobile,17-02-2024 10:22,7636456065,unknown,legitimate,5792.068005,3677.687854
3099.015966,Branch,16-03-2024 23:02,6056976608,unknown,legitimate,9960.897319,6861.881353
1555.936308,card,15-03-2024 09:50,3.54078E+15,"Baria, Badal and Devan",legitimate,5703.305136,4147.368828
9560.929726,Mobile,03-01-2024 09:15,8915012654,unknown,legitimate,12448.51516,2887.58543
476.8614405,card,22-02-2024 04:28,3.50121E+15,Bhalla LLC,legitimate,4111.382959,3634.521518
640.1545282,card,01-01-2024 00:40,2.13137E+14,"Apte, Aggarwal and Tiwari",legitimate,4243.21201,3603.057482
3295.674655,card,01-01-2024 22:41,4.23396E+15,"Warrior, Banik and Saxena",fraud,4476.439767,1180.765112
2971.869068,card,03-03-2024 07:59,4.52496E+12,Wable LLC,legitimate,3949.555937,977.6868694
2655.520984,Online,03-01-2024 12:07,2874487668,unknown,fraud,3433.69863,778.1776465
4546.072278,card,10-01-2024 15:36,3.73026E+14,Ghosh-Bhattacharyya,fraud,9236.832634,4690.760356
3578.349805,card,06-02-2024 03:57,4.90659E+15,Singh-Mahal,legitimate,8292.94919,4714.599385
1342.94292,Branch,16-03-2024 15:36,4093299577,unknown,legitimate,8926.530275,7583.587355
1223.38786,Mobile,11-02-2024 10:53,6609395896,unknown,fraud,9622.499619,8399.111758
4575.081046,card,03-02-2024 20:41,3.56604E+15,Cheema-Magar,fraud,8443.092564,3868.011518
3657.043025,card,09-02-2024 09:15,6.30483E+11,"Dhawan, Handa and Sahni",legitimate,4485.818619,828.7755932
1368.853832,card,10-01-2024 09:40,3.54298E+15,Gulati PLC,legitimate,5738.563755,4369.709923
3100.755947,card,28-01-2024 14:39,4.01128E+12,Deshpande-Grover,legitimate,3397.299109,296.5431622
3615.036055,card,13-01-2024 21:53,1.80041E+14,Rajan-Sanghvi,fraud,6692.101405,3077.065349
7993.224121,Online,12-03-2024 09:01,2035535967,unknown,fraud,16629.09956,8635.875443
1370.426036,Branch,16-03-2024 09:34,1359108804,unknown,legitimate,6327.836279,4957.410243
4374.761347,card,31-01-2024 15:15,3.59147E+15,"Viswanathan, Srinivasan and Wason",fraud,6492.164716,2117.403369
1957.290362,card,31-01-2024 11:43,2.13146E+14,"Seth, Gaba and Kalita",legitimate,2961.430311,1004.139949
1682.809657,Online,22-02-2024 17:06,2587067683,unknown,legitimate,8385.808,6702.998343
4046.20411,card,20-01-2024 18:32,5.01865E+11,"Trivedi, Gara and Kothari",legitimate,7401.514536,3355.310426
1399.324289,Online,24-01-2024 09:44,1046138252,unknown,fraud,4295.055679,2895.73139
3593.160124,card,07-03-2024 21:32,3.00099E+13,Sarraf LLC,legitimate,3765.726253,172.5661281
3396.563084,card,08-02-2024 21:20,3.7546E+14,Balan-Mane,fraud,6246.745292,2850.182208
8783.196752,Mobile,01-03-2024 08:21,7959402291,unknown,legitimate,13942.18423,5158.987473
2084.716257,card,03-03-2024 21:47,5.18543E+15,Rattan LLC,legitimate,3880.118441,1795.402184
875.1342405,card,21-01-2024 21:18,4.88798E+12,Sachar and Sons,fraud,2419.307719,1544.173479
5025.644536,Branch,06-02-2024 14:19,4539144849,unknown,legitimate,9752.481691,4726.837154
4548.123884,card,18-02-2024 03:42,3.71772E+14,Bains and Sons,legitimate,6824.726882,2276.602998
1057.42891,card,15-02-2024 11:05,5.02078E+11,Ganguly and Sons,fraud,5392.695473,4335.266564
4789.371107,card,13-02-2024 21:38,4.98154E+15,Sethi Inc,fraud,7094.869748,2305.498641
1104.753052,card,06-01-2024 04:31,4.20291E+15,"Dyal, Bhatia and Mannan",legitimate,5925.992595,4821.239543
9380.141858,Branch,23-01-2024 00:59,4481241842,unknown,fraud,13483.45138,4103.309526
3967.782941,card,13-01-2024 14:32,2.26439E+15,Deol-Loke,legitimate,4840.711199,872.9282581
884.7616824,card,04-02-2024 00:36,4.09986E+12,Kala LLC,fraud,1888.252689,1003.491006
3192.064352,card,07-03-2024 00:32,4.73798E+15,"Grewal, Korpal and Badami",legitimate,5826.590277,2634.525925
8158.305668,Branch,18-02-2024 18:04,8684309741,unknown,fraud,9883.3683,1725.062632
6395.809236,Branch,24-02-2024 11:47,4909486694,unknown,legitimate,7452.037192,1056.227957
2186.851705,Branch,24-02-2024 01:12,7702009278,unknown,legitimate,6219.204018,4032.352313
4324.64802,card,16-02-2024 01:59,4.59895E+18,Kara Group,legitimate,8909.317858,4584.669838
8338.128362,Online,24-01-2024 11:22,8810578958,unknown,fraud,13704.48978,5366.361418
5610.126442,Mobile,20-02-2024 06:44,8551073294,unknown,legitimate,5791.313466,181.1870233
2157.226416,card,15-03-2024 14:25,1.80076E+14,"Vohra, Ganesan and Subramanian",fraud,3879.76347,1722.537054
4723.624955,card,26-02-2024 02:13,2.54974E+15,Iyer Ltd,fraud,7767.090604,3043.465649
1205.413834,card,18-01-2024 22:54,4.11641E+12,"Chhabra, Aggarwal and Kapadia",fraud,2678.042111,1472.628277
4020.409567,Mobile,20-02-2024 02:36,7363581797,unknown,legitimate,13528.80998,9508.400417
2666.477572,card,06-03-2024 23:55,4.80692E+12,Chadha Group,legitimate,5557.236599,2890.759027
4721.889781,card,21-02-2024 17:47,5.65143E+11,Trivedi-Ganesan,fraud,6165.346277,1443.456497
802.9758789,Online,23-02-2024 05:16,6274756869,unknown,legitimate,2815.237615,2012.261736
2685.120868,card,30-01-2024 16:23,3.57241E+15,Badami-Ratta,fraud,3196.90007,511.7792023
2312.772548,card,02-03-2024 10:12,4.216E+15,Krishna Inc,fraud,5000.847724,2688.075175
3172.583393,Branch,07-02-2024 01:45,9049538436,unknown,fraud,10616.72726,7444.143866
4196.101451,card,16-03-2024 11:22,3.51494E+15,Buch PLC,fraud,7774.110341,3578.008889
1736.215613,card,10-02-2024 15:41,3.4884E+14,Rout and Sons,fraud,6600.996449,4864.780836
7631.771981,Online,04-02-2024 19:50,3143171597,unknown,fraud,11712.87042,4081.098435
965.691397,card,09-03-2024 20:41,6.39073E+11,Shankar-Bhatnagar,legitimate,2238.372004,1272.680607
1450.266461,card,12-01-2024 22:30,3.54766E+15,Bajaj-Kohli,fraud,2180.310498,730.0440374
4341.602884,card,27-02-2024 14:04,3.5471E+15,Dash-Shere,fraud,4789.505602,447.9027183
2935.315139,card,16-02-2024 20:33,3.57261E+15,"Taneja, Shan and Bhatti",legitimate,3198.970133,263.6549944
695.4091917,Mobile,04-01-2024 20:10,6522708510,unknown,fraud,3470.873055,2775.463863
3123.05803,card,14-01-2024 06:23,3.59186E+15,Krish-Acharya,fraud,7185.445654,4062.387624
232.4945827,card,03-03-2024 14:14,4.66267E+15,Hari-Shan,legitimate,2782.945161,2550.450579
2309.286052,card,06-02-2024 08:37,2.29403E+15,"Sidhu, Chauhan and Venkataraman",fraud,5510.592402,3201.306349
1004.358979,card,13-02-2024 21:23,6.01119E+15,"Singh, Sridhar and Issac",legitimate,4660.726142,3656.367163
1190.009812,card,08-02-2024 23:19,4.30065E+15,Badami LLC,legitimate,3278.831241,2088.821429
7354.0614,Online,15-03-2024 13:38,2188061202,unknown,legitimate,7559.912103,205.8507021
2033.303665,card,17-02-2024 06:45,4.73723E+12,Apte-Kashyap,legitimate,3152.862366,1119.558701
1151.702846,card,29-01-2024 14:16,5.73015E+11,Sodhi-Balakrishnan,fraud,4840.574302,3688.871456
578.7908394,Branch,16-03-2024 22:39,1442874016,unknown,legitimate,5853.459202,5274.668363
1790.1991,card,23-02-2024 16:59,3.84641E+13,"Bail, Vohra and Soni",fraud,6322.618146,4532.419046
4703.594224,Mobile,21-01-2024 13:03,3062996891,unknown,legitimate,12713.34676,8009.752535
9141.540781,Branch,12-03-2024 00:08,9928614176,unknown,legitimate,15429.30598,6287.765199
1239.277754,card,12-03-2024 13:31,1.80043E+14,Shetty PLC,legitimate,4805.182061,3565.904307
3911.980286,card,19-01-2024 20:30,4.3338E+15,Garg and Sons,legitimate,8854.877744,4942.897458
2800.498478,card,29-01-2024 02:22,6.7619E+11,Vaidya-Seshadri,legitimate,5627.772929,2827.274451
1923.570802,card,27-02-2024 18:26,3.48713E+14,Raval-Gala,legitimate,5966.545925,4042.975124
257.575723,card,22-02-2024 17:55,4.80545E+15,"Chander, Bali and Tata",legitimate,1708.771184,1451.195461
9863.48637,Branch,15-02-2024 00:55,5146225235,unknown,fraud,17745.88277,7882.396401
1068.285375,card,29-01-2024 17:12,3.52117E+15,Joshi-Dewan,legitimate,1610.494172,542.2087975
97.3160878,card,06-02-2024 09:16,1.80035E+14,Samra-Bala,legitimate,1088.354064,991.0379761
2143.730655,card,13-03-2024 09:57,4.62588E+15,Jhaveri LLC,legitimate,2812.803779,669.0731239
2422.95661,Online,14-02-2024 16:32,9543332446,unknown,fraud,5674.10073,3251.14412
386.8801593,card,27-01-2024 23:14,4.59624E+18,Sachdeva and Sons,legitimate,1748.908059,1362.027899
2833.07906,card,11-03-2024 07:24,3.03081E+13,Bawa-Issac,legitimate,3325.664465,492.5854048
2343.72925,card,17-02-2024 22:14,5.67889E+11,"Sood, Wali and Singh",legitimate,4211.357838,1867.628588
260.8100878,Mobile,03-02-2024 00:40,9452365762,unknown,legitimate,6157.106729,5896.296641
9841.730316,Online,02-02-2024 12:19,3024939840,unknown,legitimate,13231.29311,3389.562797
3610.031294,card,08-02-2024 14:15,2.69367E+15,"Wason, Varty and Butala",legitimate,4310.672258,700.6409643
2965.82814,card,15-01-2024 14:47,4.47986E+12,Saraf LLC,fraud,7451.531896,4485.703756
4232.368931,Mobile,21-01-2024 10:14,6533138232,unknown,fraud,5766.411921,1534.04299
4211.248498,card,16-01-2024 09:25,6.01188E+15,Sami-Bansal,fraud,5448.227555,1236.979057
826.4828677,card,12-02-2024 01:57,3.55033E+15,"Dayal, Comar and Chandran",fraud,1419.847493,593.3646257
1663.447571,card,08-03-2024 13:31,6.51883E+15,Sood Ltd,legitimate,5790.34883,4126.901258
9519.155123,Branch,21-01-2024 12:48,8739424143,unknown,legitimate,17542.72559,8023.570471
2552.536796,Branch,02-03-2024 08:47,3825939657,unknown,fraud,5111.752288,2559.215492
389.8929889,card,12-02-2024 06:07,3.03926E+13,"Dyal, Raja and Kara",fraud,4105.983145,3716.090156
2418.180166,card,30-01-2024 11:29,3.49381E+14,Walla LLC,legitimate,7371.414426,4953.23426
3348.577041,card,29-02-2024 03:34,2.27836E+15,"Sanghvi, Sama and Sanghvi",legitimate,4117.637892,769.060851
3500.644073,card,28-02-2024 12:07,3.82468E+13,"Bassi, Verma and Hora",legitimate,7281.627626,3780.983553
3135.033781,card,18-01-2024 11:26,4.78359E+12,Bandi-Chopra,legitimate,3393.597157,258.563376
2124.038887,Branch,04-02-2024 14:20,8586731225,unknown,legitimate,8079.19746,5955.158573
8461.039045,Online,01-02-2024 21:25,2181552370,unknown,fraud,18189.56538,9728.526335
1653.602554,card,27-02-2024 13:25,2.71342E+15,"Kari, Wali and Ram",legitimate,6328.812408,4675.209855
5104.005667,Branch,11-03-2024 14:45,5261554329,unknown,legitimate,13239.97028,8135.964617
563.8374514,card,27-01-2024 16:40,3.51041E+15,Acharya-Hegde,fraud,3179.761632,2615.924181
9087.601287,Online,14-03-2024 23:16,5683014592,unknown,legitimate,14760.30957,5672.708281
9571.532296,Online,04-01-2024 22:08,1805521042,unknown,legitimate,13491.07626,3919.543965
2407.994105,card,01-03-2024 02:18,3.77534E+14,"Buch, Dey and Chanda",legitimate,4337.067231,1929.073126
2023.379502,card,13-03-2024 04:30,4.70976E+18,Shanker-Sawhney,fraud,4439.03289,2415.653387
9271.187807,Online,24-01-2024 13:49,2311133216,unknown,legitimate,12120.57264,2849.384828
7004.967471,Online,08-03-2024 14:19,7230389837,unknown,fraud,16415.55631,9410.588836
8436.129614,Mobile,07-03-2024 13:16,3583314911,unknown,fraud,17560.76767,9124.638052
4531.493901,card,03-03-2024 22:44,3.51629E+15,Kapoor-Bhatti,fraud,7214.185303,2682.691403
2102.480055,card,13-03-2024 13:50,4.97593E+15,Bhatnagar and Sons,legitimate,2667.845412,565.3653572
2095.740587,card,30-01-2024 14:13,4.68653E+18,Bhalla Group,legitimate,2965.826547,870.0859603
1513.313651,card,19-01-2024 17:01,3.70623E+14,"Madan, Dar and Koshy",fraud,2487.404031,974.0903796
2914.31352,Online,19-02-2024 03:36,7713740611,unknown,legitimate,3027.856565,113.5430452
4254.040618,Branch,26-02-2024 07:00,5111267798,unknown,fraud,7327.899677,3073.859059
397.47018,card,13-01-2024 12:42,4.63767E+12,Buch-Loke,fraud,2574.82105,2177.35087
265.1655534,card,30-01-2024 16:04,4.26202E+15,Chacko Ltd,fraud,3138.856032,2873.690478
6188.571544,Branch,10-03-2024 00:10,4656102834,unknown,fraud,7551.578587,1363.007042
3082.526082,Mobile,07-02-2024 02:40,5867837493,unknown,fraud,4354.701765,1272.175683
9493.966819,Branch,31-01-2024 07:34,25786762,unknown,fraud,15141.45136,5647.484543
6520.197719,Mobile,03-02-2024 07:06,7405488526,unknown,legitimate,10902.68294,4382.485224
4740.062282,Mobile,08-02-2024 19:37,949322255,unknown,fraud,13294.82399,8554.761703
2466.704145,card,17-01-2024 00:27,3.54932E+15,"Bal, Dar and Viswanathan",fraud,4805.341945,2338.6378
4674.302278,card,27-01-2024 11:19,2.37888E+15,"Walla, Bhardwaj and Sur",legitimate,4883.541296,209.2390174
594.164412,card,11-03-2024 21:43,1.80006E+14,"Sarkar, Uppal and Bal",fraud,3609.961641,3015.797229
6797.482519,Mobile,16-03-2024 15:13,1082001465,unknown,fraud,8551.333647,1753.851128
1179.282078,card,21-01-2024 12:45,4.29643E+15,Bhasin Group,legitimate,2287.067869,1107.785792
5977.241833,Mobile,26-01-2024 01:34,9695566042,unknown,legitimate,8109.431411,2132.189578
2508.115098,card,02-03-2024 04:55,4.67422E+18,"Bora, Bhatia and Suri",fraud,3080.546395,572.4312969
4812.202929,card,18-02-2024 22:15,4.74108E+15,Arora-Chaudry,legitimate,4923.552164,111.3492345
4605.000994,card,28-02-2024 20:16,4.09231E+15,Sidhu-Uppal,fraud,4679.16009,74.15909524
2149.223085,card,10-02-2024 07:18,3.57723E+15,"Kothari, Sachdev and Kala",legitimate,3769.136027,1619.912943
4085.109664,card,19-02-2024 07:02,4.26752E+15,"Soman, Devi and Dasgupta",legitimate,5150.356347,1065.246684
5940.1851,Mobile,27-02-2024 13:29,7858997613,unknown,fraud,12403.37096,6463.185856
3425.332452,card,18-02-2024 11:31,3.01848E+13,Vala-Dave,legitimate,3453.360985,28.02853335
7405.06135,Online,07-01-2024 05:38,7190016181,unknown,legitimate,14165.51717,6760.455816
3467.463354,card,18-02-2024 10:34,4.52742E+15,Shan Group,legitimate,6600.637709,3133.174355
1334.160544,Mobile,13-02-2024 19:55,5594276333,unknown,fraud,8297.577375,6963.416831
8848.47128,Branch,01-01-2024 12:31,2473917085,unknown,legitimate,15918.47711,7070.005834
1545.776817,card,31-01-2024 16:48,4.04016E+15,Badami-Mani,legitimate,5250.695426,3704.918608
2169.751851,card,03-03-2024 19:12,6.76117E+11,"Kulkarni, Sane and Kala",legitimate,3338.972645,1169.220794
6294.250931,Branch,26-01-2024 22:57,9305557515,unknown,legitimate,10290.67135,3996.420419
4959.131657,card,06-03-2024 06:27,4.25287E+12,"Majumdar, Dutta and Kara",fraud,7459.078103,2499.946446
3301.378465,Mobile,08-01-2024 05:36,9230017249,unknown,fraud,7205.950322,3904.571857
4678.067723,card,15-01-2024 06:14,4.25131E+12,Som-Bhatnagar,legitimate,6823.718722,2145.650999
787.2960432,Branch,03-01-2024 03:28,1403466985,unknown,fraud,9737.774013,8950.47797
3336.623002,Branch,11-02-2024 20:57,4861104213,unknown,fraud,9718.669396,6382.046395
3055.023496,card,09-03-2024 06:32,4.44277E+15,Sur Group,fraud,4298.295926,1243.27243
4040.434822,card,15-02-2024 17:27,6.58208E+15,"D’Alia, Lad and Karan",legitimate,7706.808491,3666.37367
8362.260724,Online,09-03-2024 20:47,1686835559,unknown,legitimate,11397.70477,3035.444051
3342.920794,card,04-03-2024 18:55,3.01657E+13,Choudhry-Loke,fraud,6644.838462,3301.917668
4716.54729,card,14-02-2024 01:48,4.21836E+12,Dube Inc,legitimate,7371.370228,2654.822938
4910.130416,Branch,27-01-2024 10:06,5099829965,unknown,fraud,8318.67786,3408.547444
1697.536848,Branch,10-03-2024 01:14,5920475748,unknown,legitimate,9426.897865,7729.361017
4399.211469,card,15-03-2024 20:10,2.66316E+15,"Bhat, Shroff and Kunda",legitimate,8620.114288,4220.90282
3109.030871,Mobile,08-03-2024 17:06,5535438208,unknown,legitimate,11706.29433,8597.263461
3497.754654,card,25-02-2024 16:59,4.1917E+15,"Chakraborty, Varma and Bava",legitimate,7471.642982,3973.888328
2736.5713,card,27-01-2024 20:29,4.91198E+18,Balakrishnan Inc,legitimate,6524.619182,3788.047882
5534.205353,Mobile,13-02-2024 05:01,1161484682,unknown,legitimate,8384.618351,2850.412998
1411.054089,card,06-01-2024 03:45,3.59039E+15,"Acharya, Soni and Kade",fraud,4907.119097,3496.065008
181.8122298,card,14-03-2024 19:02,6.57352E+15,"Bora, Kade and Anand",legitimate,3891.59759,3709.785361
1412.21245,card,06-02-2024 11:03,6.01114E+15,Sodhi-Buch,fraud,3940.056684,2527.844234
1246.58409,card,23-01-2024 00:15,1.80022E+14,Kurian-Gera,legitimate,4119.692925,2873.108835
518.2178531,card,12-03-2024 02:36,4.04037E+15,Bahri Inc,legitimate,1127.082501,608.8646481
5448.761043,Online,20-01-2024 09:29,8951341731,unknown,legitimate,12822.3703,7373.609255
3826.767475,card,01-02-2024 01:51,4.13312E+15,Singhal and Sons,fraud,4722.357452,895.5899771
