transaction_amount,transaction_date_time,card_number,merchant,label,amount_before_transaction,amount_after_transaction
3625.543966702503,2024-03-09 12:27:58,6580543601704491,Madan-Jha,legitimate,6820.416383833477,3194.872417130974
2751.565041984213,2024-02-15 08:57:00,3566300998535805,Bhatt Ltd,legitimate,7181.515895606183,4429.95085362197
142.77574672764382,2024-02-27 17:20:40,3598424687906309,Batta LLC,legitimate,2264.985303942627,2122.2095572149833
1723.4996438664446,2024-01-23 12:59:06,4179301635923031527,"Bajaj, Kamdar and Lal",legitimate,5595.385677326132,3871.8860334596875
4361.898305631315,2024-03-16 12:23:22,565241714809,Cheema LLC,fraud,9221.30218478155,4859.403879150235
675.088447830044,2024-03-09 21:35:52,4197947430716,Chatterjee Inc,legitimate,2476.1729014927546,1801.0844536627105
2059.55040202015,2024-01-10 17:22:26,676102442511,Varma-Kara,legitimate,4091.845557481506,2032.295155461356
1523.0088868607777,2024-03-06 22:34:00,346741920896109,Korpal Inc,legitimate,6051.833421253656,4528.8245343928775
4924.7962511230435,2024-01-25 07:31:45,5308461705127639,Thaman PLC,legitimate,5731.414161520806,806.6179103977629
220.0450162854458,2024-01-10 12:31:52,3587633066920094,"Deep, Lalla and Chand",fraud,372.73325969906296,152.68824341361716
4139.630275228704,2024-02-10 06:02:05,3575879223474673,"Madan, Bumb and Mangat",legitimate,8684.986409425772,4545.356134197068
4757.709680058829,2024-02-28 19:50:08,4512164721777537,"Kaul, Rama and Wadhwa",legitimate,8867.451634905556,4109.741954846727
2520.6364381941157,2024-02-01 10:51:20,4643075785463362,Khanna Ltd,legitimate,7383.8257706252625,4863.189332431147
4158.553836784692,2024-01-20 14:57:14,4841816769171954,"Varma, Madan and Singhal",fraud,4459.160372510976,300.60653572628416
3476.2583848797017,2024-03-13 05:10:34,3503103881265183,D’Alia-Sawhney,legitimate,4265.583263780228,789.3248789005261
3643.7995795731795,2024-01-18 11:13:27,4005302529255,Mangal-Bhavsar,fraud,4179.309249431326,535.5096698581465
1712.8098042910258,2024-03-03 17:26:47,4923789844333155783,Bakshi-Gopal,legitimate,5133.0563044366345,3420.2465001456085
2824.729403879254,2024-02-14 01:39:34,4635797081650372,Tara Ltd,legitimate,5858.7196718774985,3033.9902679982447
814.4818717558616,2024-01-07 18:06:19,675957791824,Vohra-Sur,legitimate,2617.564516698287,1803.0826449424258
3100.7559471388445,2024-01-28 14:39:36,4011275957572,Deshpande-Grover,legitimate,3397.299109356047,296.54316221720273
872.0590182226257,2024-03-10 23:29:22,4411727905593268,Bera-Ramachandran,legitimate,4073.972318614865,3201.9133003922393
466.04351679556424,2024-01-29 16:35:57,30047432914013,Varkey-Kurian,legitimate,3320.944737519697,2854.9012207241326
2890.1615143543113,2024-02-18 11:35:07,4777859082299381,Gill-Dada,legitimate,3463.548537546784,573.3870231924725
1538.2055677251922,2024-02-21 04:47:12,630480861339,Bhasin-Bhavsar,fraud,6083.664993049026,4545.459425323834
1195.041692795226,2024-02-19 15:09:32,3512276188377312,Dugar-Subramanian,legitimate,2197.800744058459,1002.7590512632328
2863.144036721128,2024-02-23 13:41:25,4741626319692636,"Doctor, Gokhale and Venkataraman",fraud,6583.254705918971,3720.110669197843
3107.0957943246744,2024-02-28 21:40:33,3501199411119496,"Hans, Mall and Dhingra",fraud,7533.624348413987,4426.528554089313
4434.155034049929,2024-03-14 00:34:44,4050890904549271,"Chakraborty, Soman and Amble",fraud,7335.735237611534,2901.5802035616052
912.1179013062739,2024-02-03 02:57:48,3570184699157992,"Shah, Deo and Acharya",legitimate,2153.893938744548,1241.7760374382742
2690.1616436745535,2024-03-05 00:12:46,4300457955201653,"Vohra, Hayer and Dada",fraud,4243.311746624009,1553.1501029494557
4499.066321967853,2024-03-06 14:58:11,3565355531539004,Ahuja-Lad,legitimate,8928.946515224827,4429.880193256974
1016.95679177976,2024-01-12 19:12:35,4959737455752204,"Khatri, Mani and Babu",legitimate,2515.260002098418,1498.3032103186583
1210.9458686381938,2024-01-30 13:13:20,3597681703616854,"Seth, Deshmukh and Goswami",legitimate,4944.436380391542,3733.490511753348
1335.2821155537258,2024-03-08 05:37:30,6011671218720367,Sane-Mahajan,legitimate,6286.206524708198,4950.924409154472
267.8917886313524,2024-01-08 09:24:06,501892913887,Dani-Kala,fraud,5266.977218251114,4999.085429619762
1026.7946310471684,2024-02-17 08:51:37,2267856372455468,Madan Group,fraud,3698.858574911132,2672.0639438639637
704.8778132156729,2024-03-13 00:51:07,30272908195422,Bakshi PLC,legitimate,4839.3912391783015,4134.513425962628
1906.0956040373192,2024-01-08 12:11:01,347202260156751,Ganguly PLC,legitimate,6857.442444964105,4951.346840926785
1364.7450926881295,2024-02-27 17:54:46,4209852971307488,"Chada, Chakrabarti and Goyal",legitimate,3244.3628129996205,1879.617720311491
47.24107068192483,2024-01-20 21:41:25,3524872528378147,Chand PLC,legitimate,1316.764900182751,1269.5238295008262
4845.032541899713,2024-01-04 06:00:43,3533444073272304,Bhavsar Group,legitimate,5425.056987552207,580.0244456524943
1438.5365119385851,2024-01-12 14:20:49,4236191062630947,Jaggi Ltd,legitimate,2151.6257059234845,713.0891939848993
1523.7877682487106,2024-01-28 22:22:37,6550688994400276,Dixit-Sridhar,legitimate,5793.03402271582,4269.24625446711
2723.497481254817,2024-01-01 17:41:58,343635655791639,"Sharaf, Chander and Mani",legitimate,5671.225701887117,2947.7282206323
3463.4474986516007,2024-01-11 11:06:29,3576863473281243,"Doshi, Gaba and Dutt",legitimate,7833.256283860105,4369.808785208505
2222.76112315186,2024-01-13 15:42:47,3552015799837301,"Vig, Karan and Kothari",legitimate,6172.14201742238,3949.3808942705205
706.0743646536888,2024-03-01 14:50:03,2347789361249986,"Seth, Loyal and Keer",fraud,4078.0600685932977,3371.985703939609
439.71939142680526,2024-02-10 12:40:13,4627168360305528,"Choudhury, Sharma and Chopra",legitimate,3490.1872290420406,3050.467837615235
333.8474048966632,2024-01-26 05:52:04,4426403426828509,"Balay, Chaudry and Malhotra",legitimate,585.058536745347,251.21113184868386
4885.264702650328,2024-01-13 02:28:57,675959466920,Sodhi-Vohra,legitimate,9247.917930706259,4362.65322805593
4419.582998763069,2024-01-19 13:49:07,6011199890619798,Kumer-Saran,legitimate,6514.614886544843,2095.0318877817745
1661.1811440147194,2024-01-22 08:39:56,2524608418093962,"Ganguly, Bala and Ghose",fraud,4464.517560800965,2803.3364167862455
3296.9517997493717,2024-01-18 11:49:58,5452491626802246,Chakrabarti-Chander,fraud,3416.499774115705,119.54797436633316
2261.6843274631306,2024-01-28 21:48:46,372707800997090,"Shetty, Wable and Chada",fraud,6942.691101758437,4681.006774295307
585.8192644727977,2024-01-10 20:41:14,341739505529694,Saraf-Thakur,legitimate,5100.494165321885,4514.674900849087
4080.569449324343,2024-01-27 15:48:03,180012598414891,"Yogi, Bath and Shere",legitimate,6801.52681861569,2720.957369291347
3875.422565382562,2024-03-01 03:09:36,4771570584573498,Karan Group,fraud,6766.207614892665,2890.7850495101034
4219.8118236186,2024-02-17 09:18:30,4740935662675333,"Lalla, Jani and Balasubramanian",legitimate,7747.847713512008,3528.0358898934082
1333.35981473181,2024-03-05 16:02:34,4316359247350938,Wable and Sons,fraud,2664.187347948199,1330.8275332163892
3536.949945090421,2024-01-10 10:48:47,501858194084,Khurana-Sami,legitimate,4654.308902429801,1117.3589573393797
4355.042007349832,2024-03-04 18:42:37,180055841411057,Sachdeva PLC,fraud,7728.416510891979,3373.374503542147
2552.4492773887673,2024-02-10 16:08:31,3582423416813289,"Iyengar, Sarkar and Korpal",legitimate,3083.517283721719,531.0680063329519
1910.9497066671404,2024-01-12 19:00:33,4804737372814,Balasubramanian LLC,legitimate,4186.719110236811,2275.7694035696704
4251.377103688503,2024-02-29 12:43:53,501808177064,Dey and Sons,fraud,6720.251619443962,2468.8745157554595
1596.8373401096007,2024-02-23 06:04:44,4734599147557147317,"Keer, Buch and Balan",fraud,3509.708854916289,1912.8715148066883
3488.1505883614545,2024-03-02 18:11:14,3568549720201809,Setty PLC,legitimate,4422.638785093151,934.488196731696
4775.751952310095,2024-02-14 22:18:07,6512417418081422,"Barad, Sunder and Shetty",fraud,6558.780111293614,1783.0281589835195
1392.2924963866342,2024-01-31 11:24:48,4325917300248507140,"Karnik, Dara and Choudhary",legitimate,3086.7031916532796,1694.4106952666455
138.19132789834677,2024-02-19 22:36:06,4920399242616303,"Hora, Srinivasan and Ratta",legitimate,2639.527044395611,2501.3357164972645
2855.7318242696383,2024-02-14 01:19:42,2273369803116719,"Gulati, Walla and Mand",legitimate,6232.38922374645,3376.6573994768114
2336.8856831394487,2024-03-09 16:44:44,5474670935212445,Kala-Lalla,legitimate,7178.37894953504,4841.4932663955915
4906.672481581261,2024-01-31 01:08:55,4550544477397241517,Tata-Warrior,fraud,5636.04714985116,729.3746682698984
4374.970811786265,2024-01-14 23:03:45,374035356647333,Chander Ltd,legitimate,8741.326190392263,4366.355378605998
4515.446026008016,2024-01-23 23:29:40,675953523452,Chaudry-Krish,fraud,5943.494247955426,1428.0482219474097
3666.6797083835904,2024-01-14 11:29:09,4971249833250,Warrior-Krishnan,fraud,6627.629830690605,2960.950122307014
4224.301498690002,2024-01-11 04:02:07,4900932904397145,"Tripathi, Bhandari and Sampath",fraud,6962.518869129503,2738.217370439502
1676.9093286871584,2024-02-11 02:56:04,213113113854990,Hayer-Ravi,legitimate,4466.0819376421905,2789.172608955032
4692.141044057928,2024-02-26 17:13:35,180079781311598,Krishna LLC,fraud,8311.700516534806,3619.559472476877
1361.3235769044932,2024-01-18 21:56:00,4458051369165768,Kapadia and Sons,legitimate,3275.948222591983,1914.6246456874896
2019.89981489201,2024-02-04 14:15:08,180005376792736,Bhatnagar-Agrawal,legitimate,3622.2086314439193,1602.3088165519093
3171.056316932475,2024-03-16 15:54:41,180087515435559,Raj-Dar,fraud,7436.700837128007,4265.644520195532
2302.6393743458734,2024-03-15 07:22:08,378052794256367,Varkey LLC,fraud,3410.9136253144825,1108.274250968609
4163.63129809252,2024-03-12 13:18:33,2663918444263773,Bala-Bhardwaj,legitimate,5073.059024275124,909.4277261826037
44.69113135064161,2024-03-04 14:29:09,5192188681354627,"Tara, Balan and Anand",fraud,132.5722402603934,87.88110890975177
993.9430800206507,2024-01-05 02:28:39,639045953341,"Mane, Dada and Kumar",legitimate,2054.7262123462924,1060.7831323256419
2296.684040677589,2024-02-22 14:38:23,213167484143490,"Trivedi, Lala and Buch",legitimate,4894.155892927964,2597.4718522503745
825.1387042183509,2024-02-09 20:20:51,4482577078391030,Kala-Soni,legitimate,3522.2979805587775,2697.1592763404265
3067.8512193271868,2024-03-16 10:54:41,344653357192625,"Bal, Borah and Hayre",legitimate,4347.409470392903,1279.5582510657164
4623.962537731897,2024-03-06 21:49:43,4830962436081524,Bhardwaj and Sons,legitimate,4994.610646237485,370.6481085055875
1386.0801655742712,2024-02-06 14:05:57,30397137365940,"Kota, Sethi and Krishnamurthy",fraud,5111.83773933685,3725.757573762579
837.0834030564513,2024-02-04 04:48:49,378437024382598,Hari-Tella,legitimate,4629.380392382327,3792.296989325876
2976.4369125790035,2024-02-22 14:44:40,4652356647499,Saxena-Shan,fraud,7965.640530073895,4989.203617494892
863.7189746172386,2024-01-03 13:56:33,4475558731741,Kulkarni-Rege,legitimate,5364.86653158548,4501.147556968241
1219.344938732444,2024-01-03 13:56:52,3540468436837108,"Gaba, Lata and Master",legitimate,5850.39464067548,4631.049701943037
3019.7190994135053,2024-02-11 07:52:13,3599606410162023,Shankar-Walia,legitimate,7012.756189875776,3993.0370904622705
3824.993695327041,2024-03-03 06:42:26,4110920570556,Balan LLC,fraud,6906.352933705712,3081.3592383786704
2315.408960184222,2024-01-03 17:07:34,6553780347129806,Lall Inc,fraud,2966.8532886307294,651.4443284465074
3242.6090554927364,2024-02-24 01:55:01,6011079589704970,Kala Inc,fraud,6357.952409797566,3115.34335430483
843.4993909994554,2024-02-12 00:52:34,36288855597570,"Goel, Rana and Kant",fraud,1132.7191344684422,289.21974346898685
4106.695276322713,2024-01-26 20:45:30,676222752450,"Khatri, Andra and Baria",legitimate,8534.337841565963,4427.64256524325
1391.00311843703,2024-02-27 10:38:41,3505594233216122,Kuruvilla-Ravi,legitimate,3805.2915821538754,2414.2884637168454
4300.375427310111,2024-02-21 11:39:01,213197621912044,"Malhotra, D’Alia and Dhawan",legitimate,7790.764858869355,3490.3894315592433
2242.040753700477,2024-01-15 19:26:31,2258441297227283,"Guha, Chahal and Doctor",legitimate,2512.7366355433373,270.6958818428602
1557.0697798221258,2024-01-09 10:14:34,4331221583388503,Kumer-Choudhry,legitimate,4232.969410207024,2675.8996303848985
1586.5197537043275,2024-01-13 00:26:01,180060703430765,Shan-Dugar,legitimate,3099.824108992607,1513.3043552882793
2871.7239018159735,2024-03-02 20:33:24,2243169948347675,Chad Group,legitimate,4303.715547844829,1431.991646028856
4024.4282657347935,2024-01-23 19:17:39,30527542342742,Ratta Inc,legitimate,5978.811280103674,1954.3830143688806
265.8046612882309,2024-01-14 00:23:25,6011994785922368,Ghosh-Suresh,legitimate,278.9955709823,13.190909694069148
2466.704145205898,2024-01-17 00:27:04,3549319433273683,"Bal, Dar and Viswanathan",fraud,4805.341944989564,2338.6377997836657
3335.9446636982443,2024-01-08 14:48:53,3501212268289161,Sarna-Andra,legitimate,5773.912414901857,2437.967751203613
3160.562876980772,2024-02-23 03:28:11,6527755219606969,"Guha, Sangha and Rege",legitimate,7477.586147017702,4317.023270036931
3450.7384876474903,2024-02-02 22:42:20,4904142772307085391,Vig PLC,fraud,5698.881270981077,2248.142783333587
1964.794828305768,2024-01-19 01:26:28,6011662864145769,Hari Ltd,legitimate,3788.9407347054557,1824.1459063996876
1492.6373609596433,2024-02-16 17:44:11,3597390403503830,Sha-Bhardwaj,fraud,6466.425147258335,4973.787786298692
1301.3121081840843,2024-02-14 11:30:03,060490252776,Vohra Ltd,fraud,4161.666597950541,2860.354489766456
4365.999721023278,2024-02-16 15:20:03,5400177664534568,Bhatti Inc,fraud,6734.339632107634,2368.3399110843566
1880.3763725064885,2024-02-14 10:59:32,6011045697823804,"Srinivasan, Wason and Balasubramanian",legitimate,4365.0961869029015,2484.7198143964133
2549.381409648702,2024-02-21 17:09:25,3549826867817926,Bala-Doshi,legitimate,6597.1960842176395,4047.8146745689373
982.2540533602669,2024-01-17 11:22:21,213172172334658,"Roy, Chaudhry and Shan",legitimate,2692.22913452137,1709.975081161103
934.797595848285,2024-03-15 04:06:15,4654883323743,Bhatt PLC,fraud,2886.7083046511534,1951.9107088028684
3172.578590888965,2024-03-13 01:15:32,180037983041983,Sharma-Samra,legitimate,6954.386653982918,3781.8080630939526
2449.6001806443323,2024-01-08 12:31:43,30053297534920,"Sarna, Mallick and Sami",fraud,2823.789041317042,374.1888606727098
3905.35226995353,2024-02-21 21:12:48,213197662695086,"Gole, Seth and Taneja",legitimate,8232.546369088392,4327.194099134862
1982.3439840014773,2024-02-16 15:22:41,180073782743677,"Chanda, Sane and Bhatti",legitimate,4139.055439376647,2156.71145537517
2757.810263409849,2024-02-20 17:57:16,6585931798929408,"Sha, Handa and Balasubramanian",legitimate,5668.462211183034,2910.651947773185
789.4707777462436,2024-02-04 16:51:33,30028339768827,Dasgupta-Subramanian,legitimate,4579.276812452821,3789.8060347065775
3742.885165353365,2024-01-11 00:23:23,4666089664131604,"Dutt, Trivedi and Gara",fraud,5080.484258325696,1337.5990929723307
3775.3011124166255,2024-02-17 02:50:05,376727082974035,"Choudhry, Kibe and Sawhney",legitimate,8227.969011936675,4452.667899520049
4463.869402464989,2024-01-03 14:32:21,3567059603112520,Sanghvi-Sant,fraud,9360.202014025477,4896.332611560488
1811.7628844417757,2024-02-27 14:10:25,6011512708021157,Borra Ltd,legitimate,4288.191947858338,2476.429063416562
1972.044053129332,2024-02-10 15:27:22,6011111866527137,"Basak, Zachariah and Savant",legitimate,6657.361504642371,4685.3174515130395
987.9411216617921,2024-01-04 03:23:30,30339227720261,Som-Ravi,legitimate,1003.572948071436,15.631826409643963
4561.919101539813,2024-02-16 09:33:56,2718335503909672,Dua Ltd,legitimate,9034.165871421099,4472.246769881286
576.2328709905395,2024-03-06 06:07:18,4367456518509561758,"Varghese, Chaudhuri and Mann",fraud,2138.349016549554,1562.1161455590145
1567.8267854799558,2024-03-14 18:53:34,3551748991352023,Basak Ltd,legitimate,3132.1889548706895,1564.3621693907337
751.8270114880337,2024-01-25 22:24:17,4044489743147675,"Singh, Sankaran and Date",fraud,1899.9904466900311,1148.1634352019973
4942.22075987777,2024-03-03 10:49:44,30259262818301,Sachar and Sons,legitimate,6534.120126620771,1591.8993667430004
801.4394754124378,2024-03-03 22:23:36,4492256290474,Bhatt Group,fraud,1876.727548068627,1075.2880726561891
594.1514207794946,2024-02-10 09:26:49,4696927556123755,Vora PLC,legitimate,5124.438261266253,4530.286840486759
2518.8893748149358,2024-01-29 22:34:55,2720626124709285,Bhat-Suresh,legitimate,7015.017773609634,4496.128398794698
213.93439516972953,2024-02-02 03:28:45,6587805515742617,Desai-Saha,fraud,733.9688566236359,520.0344614539064
1624.4167583026026,2024-02-07 06:05:24,4900585029634628944,Dani and Sons,legitimate,2347.2803183464002,722.8635600437976
1693.2797381403698,2024-02-13 14:39:07,180072687278805,Dash and Sons,legitimate,6004.752746803596,4311.473008663226
1768.3509835821756,2024-01-18 17:42:41,6597755101683840,Ratta Ltd,fraud,3769.050460237178,2000.6994766550024
3347.69388989302,2024-01-20 10:03:40,38644058660532,"Madan, Jhaveri and Mall",legitimate,4202.359559816018,854.6656699229984
1780.6109591603818,2024-02-11 10:29:34,5343950394406665,Shan-Kala,legitimate,4338.851277318852,2558.2403181584705
1315.740119521157,2024-02-29 10:37:07,502013353227,"Gill, Dugar and Arora",legitimate,3404.9136886224314,2089.1735691012746
4194.074250876694,2024-02-15 01:23:48,3546974260101911,"Chaudhuri, Ram and Sunder",legitimate,5297.690404029141,1103.6161531524467
2890.622355873325,2024-02-20 11:10:17,4725603657565203,"Soman, Loke and Gara",fraud,6497.17592507872,3606.553569205395
4491.290904309161,2024-03-09 16:38:37,30119388804298,Sarma Inc,fraud,7651.424572849488,3160.1336685403267
4490.843587770465,2024-02-13 19:09:20,4780419213385347,"Hegde, Bir and Devi",legitimate,4998.155039412113,507.3114516416481
568.4789007946621,2024-02-03 21:45:00,341706434790226,Datta Ltd,fraud,5196.158605278121,4627.679704483459
1667.633255246867,2024-03-08 21:57:09,6011724838202041,Sathe PLC,legitimate,4464.398384239912,2796.765128993045
4522.755277219348,2024-02-17 06:27:18,180017974066751,Deo LLC,legitimate,5781.275667666421,1258.5203904470736
915.3628210980886,2024-03-08 23:57:06,572636553156,Raj-Mallick,fraud,1954.7589783091826,1039.3961572110939
2492.854756109742,2024-01-15 14:59:27,6011580249336012,"Tank, Dara and Tandon",legitimate,3181.2351831570277,688.3804270472856
1169.5977720496787,2024-02-16 21:55:42,4388369826652011,Jani PLC,fraud,3298.538429937529,2128.9406578878506
2611.2672777941534,2024-02-27 22:15:13,4533571608067995,"Dora, Yogi and Kurian",fraud,3297.6169331174287,686.3496553232753
2206.592999797898,2024-02-19 21:35:04,4519651229853,Kuruvilla Ltd,fraud,4291.516898648077,2084.923898850179
1272.9766805062477,2024-02-26 16:35:39,4629942766926,"Sastry, Gandhi and Choudhury",legitimate,2025.341117394495,752.3644368882474
2052.9641444342897,2024-02-24 22:09:08,3521133329446044,"Dugar, Keer and Wali",fraud,5340.433676838497,3287.4695324042077
4360.846175789722,2024-01-28 18:27:59,4514069798756140,Saran-Sachdev,legitimate,8289.20386400465,3928.357688214928
4848.227292545147,2024-01-21 18:45:24,4625740463207223,Tank-Bal,fraud,7600.3458026837125,2752.1185101385654
509.773437558767,2024-03-16 06:29:23,36464182109930,"Chaudhry, Divan and Gade",legitimate,3913.2572430847044,3403.4838055259374
3972.132106827154,2024-02-24 05:54:42,30310168051578,Madan-Zacharia,legitimate,8664.642004876618,4692.509898049464
2136.644698157505,2024-02-08 17:02:09,30266326311470,Deshpande-Chaudhuri,fraud,5332.118630714838,3195.4739325573332
3918.656934950678,2024-01-01 22:30:11,30209069689322,"Hayer, Karpe and Golla",legitimate,5745.806343888253,1827.1494089375747
4521.527165792731,2024-01-17 12:20:16,6011879244197738,Manda and Sons,legitimate,6774.433157580559,2252.9059917878285
2918.206107066613,2024-01-09 09:48:59,6530892428090506,"Randhawa, Doctor and Wason",fraud,7222.226985166078,4304.020878099464
4731.472601016393,2024-01-06 10:09:21,36655905186762,Barad Inc,legitimate,5393.766992577374,662.2943915609812
1356.4053934397896,2024-01-15 20:09:26,6011519112036085,"Mall, Chanda and Bajwa",fraud,2991.8331354674488,1635.4277420276592
3576.44697917516,2024-03-01 17:28:22,4491854130030818,"Bassi, Chawla and Balan",legitimate,6467.074523337876,2890.627544162716
1603.37505157617,2024-01-19 10:18:19,2254894498968200,Rama-Seth,fraud,4988.559002924258,3385.1839513480872
217.44856666145657,2024-01-28 23:15:49,6011551589520424,Mann Inc,fraud,4037.3089530656657,3819.8603864042093
466.99454589990444,2024-01-26 03:46:16,340360300426977,Kakar-Buch,fraud,2064.846457920379,1597.8519120204746
60.134435463609655,2024-03-07 01:21:01,3587711583301178,"Borah, Barman and Krishnamurthy",legitimate,797.9715141692695,737.8370787056599
3275.166607408671,2024-01-29 05:30:48,4032899044124098808,Rana LLC,legitimate,8049.814263694705,4774.647656286033
4222.619503177854,2024-02-01 05:57:43,375215933960388,"Balakrishnan, Sarraf and Barad",legitimate,4613.816666666731,391.19716348887687
1994.0857689788243,2024-02-06 01:16:15,4168356717766766,Singhal-Devi,legitimate,2482.1544943553827,488.0687253765584
1715.9421085330437,2024-01-15 22:43:07,4654766560578582,Gill-Ramanathan,fraud,4195.705392623868,2479.763284090824
4391.387229093841,2024-03-07 01:05:07,30099470640802,Lal and Sons,legitimate,8489.549659530396,4098.162430436555
1668.956224172073,2024-02-12 00:03:52,347346960877339,Shere Group,legitimate,5543.731714885153,3874.77549071308
2203.1633262782216,2024-02-11 22:33:09,30006645979585,Varty Group,fraud,6892.28266458674,4689.119338308518
3518.0646048869376,2024-01-24 23:11:02,4106734605083,"Keer, Baral and Hayer",fraud,4234.66145719575,716.5968523088122
3488.094939531972,2024-01-27 18:15:16,4703365141844463,Butala-Samra,legitimate,5372.973952273528,1884.879012741556
1195.3452130628941,2024-01-06 18:59:06,3514441189732042,Bera-Balakrishnan,fraud,2613.2344353842273,1417.8892223213331
1647.6818405104646,2024-02-17 02:31:45,675985671709,Bora Group,fraud,5953.423757048278,4305.741916537814
4103.064061535,2024-03-16 04:23:05,6011006395341234,Barad and Sons,legitimate,6549.95361673819,2446.88955520319
4628.586879404814,2024-02-14 10:09:19,577918076859,"Thakkar, Gaba and Anne",fraud,4772.558072138989,143.97119273417502
145.2090025923826,2024-02-10 22:22:46,4543458233288211997,Datta and Sons,fraud,3687.9513927159815,3542.742390123599
2309.8827076508437,2024-03-15 23:38:32,675991389833,Garg-Bahl,legitimate,4259.48621580559,1949.6035081547466
1420.5101291003837,2024-03-07 05:49:52,630459982181,"Dada, Krishnamurthy and Arora",legitimate,4080.9324783217353,2660.4223492213514
3446.271830246299,2024-02-14 01:59:34,6569421120579055,"Dey, Chad and Badami",legitimate,7916.271091026189,4469.99926077989
3157.544396661377,2024-02-03 12:14:05,30095701066098,Mannan-Sandhu,legitimate,4448.665892079107,1291.1214954177299
449.7908105736905,2024-02-22 13:13:28,5534295933418006,Hora Inc,legitimate,1658.7115418784545,1208.9207313047639
3035.2021593773775,2024-01-08 05:52:43,4355775133998054,Agrawal Ltd,fraud,4358.532755236023,1323.3305958586457
3001.3110868969957,2024-01-30 00:12:30,180070980905249,"Kamdar, Gade and Warrior",legitimate,4698.469963282912,1697.1588763859168
2959.7402132599973,2024-01-28 04:37:03,4969660479213374134,"Rege, Bora and Vaidya",legitimate,3505.4365467440343,545.696333484037
273.6012106039264,2024-01-16 08:32:21,676212863309,"Ram, Gola and Seshadri",legitimate,3762.727318038788,3489.1261074348613
2803.125860055038,2024-03-08 13:09:19,4385355153065664,"Maharaj, Barad and Ramaswamy",legitimate,3848.0454620224295,1044.9196019673914
1388.0860935262883,2024-02-16 14:03:01,4338770580561,Kohli-Solanki,fraud,6019.553372406511,4631.467278880223
68.41598754721129,2024-02-13 16:36:11,3543304792768040,Suri-De,fraud,1154.690693957466,1086.2747064102548
55.89328756698194,2024-01-19 04:43:30,4345516988857968,Dave LLC,fraud,1341.5470138177698,1285.6537262507877
4311.592828436674,2024-03-15 12:06:39,3518645943751900,Soni-Dalal,fraud,5803.723770202647,1492.1309417659731
4125.468754361568,2024-01-26 17:33:14,4926073775640212,Chada-Kant,legitimate,7970.473858448534,3845.0051040869657
1403.5876813875082,2024-01-10 07:56:51,501863194970,"Boase, Sagar and Soman",fraud,3547.3440537232364,2143.756372335728
3692.2595673040137,2024-02-15 03:15:33,4890082245221836689,Bansal Group,legitimate,7790.7393412168,4098.479773912786
4856.043027767746,2024-03-03 04:02:28,4760938574238,"Goswami, Malhotra and Bajaj",legitimate,8782.46305242313,3926.4200246553846
458.48549016344174,2024-01-29 10:48:26,4014701754910,Chana PLC,legitimate,5106.6426997731,4648.157209609658
4331.518018478325,2024-01-16 21:57:35,3596543270250163,Mall-Jayaraman,legitimate,8116.972752447558,3785.4547339692335
3764.8170045566067,2024-01-19 04:40:41,4879408152737206,"Dara, Deo and Mann",legitimate,4033.85374120523,269.03673664862345
269.33670542084735,2024-02-13 13:01:50,4543487303793224697,Rau-Gola,fraud,4457.370261179149,4188.033555758301
2426.080646629758,2024-01-03 13:28:01,6011979123682295,Cheema-Ravi,legitimate,7117.06290418976,4690.982257560002
3809.9380522701863,2024-01-30 15:29:36,4968542591338,Shere-Bakshi,fraud,8778.447123093034,4968.509070822847
4506.778472350035,2024-02-14 10:46:37,6527818426673592,"Jaggi, Chaudhry and Chada",fraud,5141.863767071036,635.0852947210005
3488.707671400128,2024-02-17 21:22:01,3515680722956019,Walia-Uppal,legitimate,6558.941285339535,3070.233613939407
2886.8172128161254,2024-01-17 14:00:58,4869074455508546,"Sha, Mammen and Bose",fraud,3892.115955578081,1005.2987427619555
2027.5506528404178,2024-01-31 07:37:08,38040663364158,Sathe Inc,fraud,3347.4737609942867,1319.923108153869
819.2950283153082,2024-02-15 02:09:31,4049358405529832,Sabharwal-Choudhry,legitimate,4549.7608760473695,3730.4658477320613
3020.194659193309,2024-01-02 11:21:10,4005775384949,"Bal, Hora and Chand",legitimate,7908.756570511619,4888.561911318311
481.8361604241973,2024-03-08 02:40:00,4789866334729,"Wali, Subramaniam and Verma",legitimate,3460.1651127246814,2978.328952300484
302.24087336982393,2024-02-11 04:14:23,4512774121347,"Borah, Kannan and Din",legitimate,4556.657377782838,4254.416504413014
1942.2434746389326,2024-03-05 21:28:46,36931231977897,Chauhan and Sons,legitimate,1996.573655744784,54.33018110585135
506.4783976760936,2024-02-10 23:26:15,3528909720553600,"Rattan, Gokhale and Madan",legitimate,699.2702805256937,192.79188284960009
3342.660854437059,2024-01-19 22:46:01,675965026916,"Raman, Sehgal and Sheth",legitimate,6330.315297693117,2987.654443256058
3818.841610866435,2024-02-09 18:39:13,4080297401802,Bali Ltd,legitimate,5769.867287852627,1951.0256769861917
1995.3498580569617,2024-01-13 18:01:08,4938615444348381,Ravel and Sons,legitimate,6445.241354772999,4449.891496716038
4001.581266012215,2024-01-22 12:53:48,5339386214841664,"Koshy, Viswanathan and Bandi",fraud,5518.471012310027,1516.8897462978116
1583.2987857747455,2024-01-02 15:43:26,6551577966142207,Dasgupta LLC,fraud,3749.2334130199424,2165.9346272451967
