amount_transferred,mode_of_transaction,date_and_time,account_number,place_of_transaction,label,amount_before_transaction,amount_after_transaction
4872.206475,Mobile,05-03-2024 18:21,6128475246,Mau,legitimate,14320.07931,9447.872836
9401.729031,Online,04-01-2024 00:00,2844469194,Delhi,legitimate,17538.67879,8136.949759
3172.583393,Branch,07-02-2024 01:45,9049538436,Bidar,fraud,10616.72726,7444.143866
4634.158014,Online,08-03-2024 07:01,1546139714,Gandhinagar,legitimate,12030.4215,7396.263486
1649.119488,Online,19-02-2024 23:03,2276785855,Karaikudi,legitimate,3511.520699,1862.40121
7777.723405,Mobile,04-01-2024 16:38,4223220874,Gangtok,fraud,16042.06767,8264.344268
4815.72376,Online,08-01-2024 20:58,7596670423,Allahabad,legitimate,7649.298221,2833.574461
8611.967281,Mobile,02-02-2024 23:02,5981165925,Kharagpur,legitimate,17922.59719,9310.629913
4932.958986,Online,23-01-2024 03:21,9061650266,Kakinada,legitimate,8642.894897,3709.935911
6220.722238,Online,15-02-2024 22:09,7423446350,Nadiad,fraud,14811.56017,8590.837931
3337.628299,Branch,01-01-2024 02:05,4827059754,Gudivada,fraud,6073.339895,2735.711596
8253.167043,Branch,08-01-2024 15:54,5735007478,Kalyan-Dombivli,legitimate,13446.98372,5193.816672
7884.154174,Branch,08-03-2024 07:29,5884268311,Kottayam,fraud,9042.318599,1158.164425
1331.02383,Branch,04-02-2024 19:15,1793184104,Burhanpur,legitimate,7966.20097,6635.17714
4276.098968,Online,01-02-2024 23:13,6420855047,Sri Ganganagar,legitimate,12653.28379,8377.184824
9660.897377,Branch,23-02-2024 22:39,3157744284,Pali,legitimate,16873.52546,7212.628085
1055.691255,Mobile,10-02-2024 00:16,1280453603,Phusro,fraud,6335.950533,5280.259278
198.7898889,Online,14-01-2024 12:15,5949035423,Tumkur,legitimate,745.4370871,546.6471982
7212.694078,Online,02-03-2024 20:01,7073832149,Dehradun,legitimate,16553.76005,9341.065971
3978.250261,Online,15-03-2024 17:55,7056297223,Bhusawal,legitimate,11062.59679,7084.346531
8437.437229,Online,16-02-2024 16:34,8697710063,Vijayawada,legitimate,15921.49319,7484.05596
2803.401019,Mobile,19-01-2024 15:39,2181699131,Saharanpur,fraud,10770.73872,7967.337698
9625.50823,Branch,09-03-2024 12:27,6056309035,Nagaon,fraud,17128.16815,7502.659917
2396.276252,Online,26-01-2024 19:52,5584816734,Chandigarh,fraud,6863.326276,4467.050025
4252.53514,Branch,06-03-2024 04:06,22114821,Sambalpur,legitimate,11615.39125,7362.85611
9141.540781,Branch,12-03-2024 00:08,9928614176,Bathinda,legitimate,15429.30598,6287.765199
4740.062282,Mobile,08-02-2024 19:37,949322255,Madhyamgram,fraud,13294.82399,8554.761703
3863.936626,Mobile,15-02-2024 20:36,2224187042,Tadipatri,fraud,11908.2888,8044.352172
6780.384391,Branch,19-01-2024 02:35,8917080785,Shahjahanpur,legitimate,7289.990778,509.6063864
7383.064831,Mobile,03-01-2024 20:00,9949937700,Noida,fraud,11234.04703,3850.982194
3955.108896,Online,21-02-2024 23:31,2109576954,Kolkata,legitimate,4398.798803,443.6899066
6760.369683,Online,05-01-2024 11:40,5268263931,Chapra,legitimate,7870.911438,1110.541755
7254.798881,Mobile,01-03-2024 11:50,6959038662,Rewa,legitimate,13308.76503,6053.966148
3588.037837,Mobile,16-01-2024 00:27,6110329898,Mango,legitimate,12338.87387,8750.83603
893.8488924,Mobile,07-02-2024 12:12,7028031035,Tenali,legitimate,2180.114004,1286.265111
6399.284404,Online,08-02-2024 17:10,9980537968,Panihati,fraud,10965.06835,4565.783946
5170.997016,Branch,08-03-2024 18:29,5942454879,Shahjahanpur,fraud,14288.69817,9117.701158
432.7746418,Mobile,10-03-2024 15:59,4845923826,Bokaro,fraud,8594.35438,8161.579738
3624.129519,Mobile,23-02-2024 18:35,8973560265,Naihati,fraud,8868.841694,5244.712175
6064.249475,Branch,19-02-2024 06:58,172042026,Raipur,legitimate,13802.80672,7738.557249
578.7908394,Branch,16-03-2024 22:39,1442874016,Jaunpur,legitimate,5853.459202,5274.668363
7457.612667,Mobile,07-02-2024 10:37,6866540898,Chennai,fraud,9122.726807,1665.114139
9139.110522,Mobile,09-03-2024 04:02,3816469434,Rajkot,legitimate,10473.99804,1334.887521
1214.545865,Branch,11-02-2024 03:06,3898195733,Anand,fraud,3179.391363,1964.845497
1497.870729,Mobile,16-02-2024 03:13,537472463,Anantapur,legitimate,5071.999469,3574.12874
2043.313593,Mobile,24-02-2024 19:19,1263742819,Jamshedpur,legitimate,11355.55334,9312.23975
5457.026866,Branch,12-01-2024 08:09,1291831283,Sasaram,legitimate,13473.84316,8016.816295
7872.132818,Online,05-02-2024 19:13,4983993208,Nagpur,legitimate,12256.86827,4384.735456
6444.180515,Online,09-01-2024 10:35,8205225575,Chinsurah,fraud,11425.63994,4981.459427
4807.209581,Online,18-02-2024 14:27,1062836769,Ghaziabad,legitimate,7536.743212,2729.533631
5055.975354,Online,01-02-2024 18:14,7540935696,Haridwar,legitimate,12129.06962,7073.094269
3810.766751,Branch,25-02-2024 22:45,8382315980,Nizamabad,legitimate,11858.1469,8047.380147
215.0433451,Branch,23-02-2024 18:00,5689027928,Etawah,fraud,2680.199832,2465.156487
8785.993412,Branch,19-01-2024 02:10,7417148262,Hapur,fraud,9300.027488,514.0340755
7036.053814,Mobile,23-02-2024 19:03,2771937929,Anand,legitimate,13312.55435,6276.500537
9118.179126,Mobile,07-01-2024 09:54,3109630010,Mango,fraud,14787.04911,5668.869979
7631.771981,Online,04-02-2024 19:50,3143171597,Srikakulam,fraud,11712.87042,4081.098435
5002.25141,Online,20-02-2024 15:47,1372086063,Navi Mumbai,fraud,11476.80143,6474.550024
4112.72107,Branch,01-03-2024 09:47,4449601935,Bihar Sharif,legitimate,9663.79272,5551.07165
3043.178824,Online,04-02-2024 15:09,3440588838,Howrah,legitimate,5623.936432,2580.757608
4508.522025,Mobile,09-01-2024 16:35,6477725981,Unnao,fraud,8546.038883,4037.516859
5988.989057,Mobile,17-01-2024 01:07,5609178721,Agra,legitimate,10327.3134,4338.32434
7508.722951,Branch,29-01-2024 17:36,449346890,Gandhidham,legitimate,16323.1781,8814.455145
1600.791241,Mobile,11-03-2024 14:05,2527353006,Malda,legitimate,11213.74237,9612.951126
7116.779987,Mobile,03-03-2024 19:20,8801629700,Ambattur,legitimate,16057.49347,8940.713488
6137.146339,Mobile,20-01-2024 20:39,5984244369,Bihar Sharif,legitimate,13357.00878,7219.862438
6303.26586,Branch,18-01-2024 06:20,3547288362,Srikakulam,legitimate,12194.69392,5891.428063
9322.393652,Mobile,08-03-2024 14:39,6558985461,Panvel,legitimate,16246.08384,6923.690191
5591.401545,Mobile,01-02-2024 15:51,511035110,Bareilly,legitimate,14988.58283,9397.181285
2391.604616,Online,09-02-2024 18:24,5376450185,Patiala,legitimate,4966.592095,2574.987479
1758.908739,Online,11-01-2024 22:55,1750965918,Solapur,legitimate,7156.601765,5397.693026
282.0676978,Mobile,02-01-2024 12:24,5776282904,Maheshtala,fraud,7209.187086,6927.119388
9813.806039,Mobile,19-02-2024 08:50,9959204881,Nizamabad,legitimate,16638.35135,6824.545313
3418.559669,Mobile,16-02-2024 05:52,539733712,Anand,fraud,6016.121369,2597.5617
679.6541995,Branch,08-02-2024 23:41,6372812620,Bhatpara,fraud,6588.296321,5908.642121
8083.395811,Mobile,02-01-2024 12:48,2838804639,Ujjain,fraud,16062.93592,7979.54011
5204.400683,Mobile,01-02-2024 09:14,5128856224,Jorhat,fraud,10007.68259,4803.281902
824.6396453,Mobile,03-01-2024 11:33,486341597,Amaravati,fraud,8778.290605,7953.650959
8775.562388,Branch,10-02-2024 14:43,4884755881,Thrissur,legitimate,12438.40011,3662.837718
8063.928356,Online,09-02-2024 10:19,4199432072,Mangalore,legitimate,17457.65361,9393.725259
3299.709027,Mobile,02-01-2024 08:55,8200351853,Jodhpur,fraud,8685.600588,5385.891561
276.9519539,Branch,04-03-2024 07:10,183891810,Sambhal,fraud,6276.836667,5999.884713
3613.754143,Mobile,23-02-2024 10:42,5493477012,Coimbatore,legitimate,4024.233674,410.4795312
7209.418455,Branch,17-01-2024 04:59,7496694054,Madanapalle,fraud,8995.082912,1785.664458
1648.726722,Mobile,23-01-2024 02:51,4925344905,Shahjahanpur,fraud,8014.772139,6366.045417
870.7795441,Online,20-02-2024 18:43,1135302169,Rampur,legitimate,5127.496225,4256.716681
8255.524804,Online,25-01-2024 17:33,261894285,Shivpuri,legitimate,13386.34633,5130.821526
6901.490738,Mobile,17-01-2024 04:32,4918338486,Bardhaman,legitimate,7624.907685,723.4169465
7859.538666,Branch,16-01-2024 19:01,7016088702,Mango,fraud,16217.47753,8357.93886
5991.803582,Online,21-02-2024 17:48,601214092,Yamunanagar,legitimate,13858.40904,7866.605463
8740.263012,Online,17-01-2024 14:24,3925544183,Nanded,fraud,10675.26737,1935.00436
9995.621262,Mobile,07-03-2024 02:37,4543926671,Karawal Nagar,legitimate,16375.4819,6379.860637
6279.95616,Mobile,28-02-2024 06:27,1056500477,Yamunanagar,fraud,14481.27675,8201.320595
7179.491597,Branch,04-03-2024 06:46,3104946288,Nandyal,legitimate,13623.94755,6444.455951
6759.759643,Mobile,01-01-2024 01:02,3815152002,Mumbai,legitimate,9932.700786,3172.941143
4362.240451,Branch,04-02-2024 02:28,788793152,Pallavaram,legitimate,10957.74084,6595.50039
2479.949238,Online,19-02-2024 00:56,3515517159,Nadiad,legitimate,4663.52054,2183.571302
5640.521967,Online,26-02-2024 12:52,5083314344,Hazaribagh,fraud,8891.24644,3250.724473
242.3763161,Branch,18-02-2024 14:50,2517939529,Hazaribagh,legitimate,2719.065882,2476.689566
810.5804816,Mobile,27-02-2024 11:57,8015203068,Rohtak,legitimate,6424.138995,5613.558514
6955.117898,Online,10-01-2024 12:18,4267491872,Kurnool,fraud,8126.561701,1171.443803
1508.26875,Branch,07-01-2024 02:04,6924934188,Aligarh,fraud,10848.04152,9339.772765
7949.258748,Branch,13-03-2024 19:55,8471948968,Unnao,fraud,11351.03105,3401.772301
7405.382194,Online,13-02-2024 05:42,6103424240,Ramgarh,legitimate,9673.186453,2267.804258
1486.831751,Branch,27-02-2024 19:07,9948382120,Lucknow,fraud,6502.674905,5015.843155
6711.266364,Mobile,23-02-2024 07:49,3756492058,Machilipatnam,fraud,9553.544767,2842.278403
3753.624915,Online,18-01-2024 01:48,4514191550,Rewa,legitimate,9149.175371,5395.550455
8422.959977,Mobile,14-03-2024 21:34,9828775591,Chinsurah,fraud,11973.20056,3550.240583
4944.98612,Mobile,03-02-2024 05:13,492404796,Srikakulam,legitimate,6352.447547,1407.461427
3564.38475,Mobile,24-01-2024 00:31,7497785630,Berhampore,legitimate,6296.747646,2732.362896
4250.789446,Mobile,15-03-2024 13:07,3964662384,Raiganj,legitimate,8691.343911,4440.554465
7091.837009,Mobile,08-02-2024 22:17,3234523130,Ulhasnagar,legitimate,7491.739951,399.9029421
1697.536848,Branch,10-03-2024 01:14,5920475748,Maheshtala,legitimate,9426.897865,7729.361017
2130.882441,Branch,05-03-2024 20:28,6685692983,Yamunanagar,fraud,8386.94563,6256.063189
4206.77399,Online,15-02-2024 09:57,3092973034,Sagar,legitimate,10260.2341,6053.460112
7745.223216,Online,11-03-2024 04:53,2253849246,Warangal,fraud,13251.11754,5505.894326
9519.303774,Branch,14-02-2024 10:55,5126390912,Gulbarga,legitimate,15463.40418,5944.100406
2356.558109,Mobile,02-01-2024 07:21,9777960345,Tirupati,fraud,11709.61244,9353.054332
7434.950156,Branch,16-03-2024 07:39,562661078,Nagpur,legitimate,7619.785343,184.835187
2265.2675,Online,18-02-2024 08:03,5451176008,Visakhapatnam,legitimate,2838.484626,573.2171256
8554.034533,Branch,12-03-2024 22:49,5514675792,Vasai-Virar,legitimate,10549.81929,1995.784758
3942.882269,Branch,11-01-2024 11:57,4507919496,Ongole,fraud,5699.165931,1756.283662
8229.862997,Branch,24-02-2024 00:11,1389203485,Bharatpur,legitimate,10123.68815,1893.825149
9767.954131,Branch,25-02-2024 17:31,2486133602,Srinagar,legitimate,16520.1986,6752.24447
7792.787928,Branch,16-01-2024 01:47,407372638,Singrauli,legitimate,12441.67261,4648.88468
1169.641138,Mobile,01-02-2024 04:37,85418004,Guntur,legitimate,11088.25203,9918.610896
3043.755173,Branch,04-02-2024 09:36,3610702240,Katni,fraud,5389.92573,2346.170557
2254.907256,Mobile,06-02-2024 01:53,6386687237,Indore,legitimate,5432.125256,3177.218
6601.621899,Branch,05-02-2024 06:33,7872055305,Pali,legitimate,16445.605,9843.983096
5034.577769,Online,20-02-2024 12:05,1750767061,Bulandshahr,fraud,13368.98336,8334.405594
4576.77038,Branch,27-01-2024 16:47,1065775865,New Delhi,fraud,9327.782665,4751.012285
6232.954425,Online,18-01-2024 03:01,2603339202,Coimbatore,fraud,11823.46359,5590.509167
1878.862778,Mobile,23-01-2024 15:35,6267857195,Anantapur,fraud,10326.32419,8447.461414
764.0571261,Online,12-01-2024 15:00,8430159079,Amaravati,fraud,5625.761562,4861.704436
9455.738239,Branch,09-02-2024 05:47,17254686,Udupi,legitimate,11595.3731,2139.634863
1629.151498,Online,15-01-2024 16:23,4722919431,Barasat,legitimate,9930.752429,8301.600932
8057.763997,Online,24-01-2024 15:49,5120764522,Unnao,legitimate,13481.71166,5423.947664
5716.390974,Mobile,12-03-2024 19:39,9743260087,Morena,fraud,7331.512686,1615.121712
4961.847721,Branch,07-02-2024 01:14,7263112625,Parbhani,legitimate,10067.14745,5105.299729
8873.338227,Branch,09-03-2024 15:14,6841478480,Salem,fraud,13064.05169,4190.713468
6878.838608,Online,01-01-2024 02:59,8774037193,Surendranagar Dudhrej,fraud,15659.57967,8780.741066
8673.753183,Online,06-02-2024 05:59,842932357,Malegaon,legitimate,10021.70195,1347.94877
4223.393876,Mobile,16-03-2024 08:32,3268370577,Ichalkaranji,legitimate,12987.97094,8764.577064
2375.284585,Online,26-02-2024 12:12,9442961344,Ghaziabad,legitimate,7546.173652,5170.889066
5533.840735,Branch,13-01-2024 07:45,8331390161,Mango,legitimate,9637.048592,4103.207857
8718.216966,Online,14-02-2024 18:11,2673078789,Dehri,legitimate,10421.69209,1703.475126
7049.472085,Branch,01-01-2024 03:22,1535595451,Tiruchirappalli,fraud,14087.56991,7038.09783
4132.91869,Branch,17-01-2024 09:41,8634376507,Chandigarh,legitimate,13408.30511,9275.38642
1890.829824,Branch,09-01-2024 05:20,3098383891,Imphal,legitimate,5707.065627,3816.235804
6040.203426,Branch,21-02-2024 06:48,1528458172,Kurnool,fraud,8531.894933,2491.691507
8047.828255,Mobile,24-01-2024 17:08,1529232638,Raiganj,legitimate,13641.01073,5593.182478
960.5108521,Branch,11-03-2024 16:54,8123169757,Chandrapur,fraud,8942.751742,7982.240889
1926.314906,Branch,01-02-2024 12:20,4900539387,Eluru,fraud,2063.615082,137.3001761
9618.774013,Online,03-03-2024 23:38,5513068950,Madhyamgram,legitimate,15969.41063,6350.63662
3607.286139,Mobile,25-01-2024 00:03,9085213638,Morbi,legitimate,9612.794546,6005.508407
7667.098526,Branch,04-02-2024 23:44,1775427883,Amritsar,legitimate,10916.80517,3249.706639
1317.732622,Branch,20-01-2024 08:51,1289012910,Fatehpur,legitimate,5886.820357,4569.087736
9639.837773,Online,14-01-2024 19:26,6133201136,Morbi,fraud,12184.77369,2544.935919
3557.174789,Online,22-02-2024 15:36,5083312460,Bidar,fraud,11477.04359,7919.868806
932.6573805,Mobile,13-01-2024 14:53,1849552968,Avadi,fraud,7314.553221,6381.89584
1020.607334,Branch,07-02-2024 05:04,5084928311,Pali,fraud,6394.452392,5373.845058
8285.899754,Mobile,12-03-2024 11:28,4881726055,Vijayanagaram,legitimate,12271.90912,3986.009364
8875.165583,Mobile,13-03-2024 04:47,3384296634,Patiala,legitimate,11859.87101,2984.705422
5972.266368,Branch,04-02-2024 01:36,5355841180,Arrah,legitimate,14217.35758,8245.091212
4538.358648,Mobile,24-01-2024 07:17,6308431927,Nagaon,legitimate,9107.294585,4568.935937
3711.742455,Mobile,01-02-2024 04:26,3892408841,Sangli-Miraj & Kupwad,legitimate,8776.071911,5064.329456
9073.730788,Branch,19-02-2024 04:01,3089086140,Chinsurah,fraud,14329.93522,5256.204432
4807.905771,Mobile,29-01-2024 10:02,6752672038,Gudivada,legitimate,9346.738432,4538.832661
6723.32114,Online,11-02-2024 04:12,5013371692,Mira-Bhayandar,fraud,9358.596559,2635.27542
8937.44994,Mobile,06-02-2024 03:51,2825443813,Begusarai,fraud,10228.8203,1291.370358
5665.66923,Online,18-01-2024 18:56,2349880347,Mira-Bhayandar,legitimate,6741.188174,1075.518945
9420.594951,Branch,08-02-2024 05:38,8247489060,Kollam,legitimate,17019.47393,7598.878981
2238.778007,Online,05-03-2024 16:01,1691426079,Tiruchirappalli,fraud,4551.703448,2312.925441
9417.096044,Branch,06-01-2024 13:44,7741189018,Bhalswa Jahangir Pur,legitimate,10068.25691,651.160868
3658.962397,Mobile,23-02-2024 11:25,6949904367,Danapur,fraud,11654.38472,7995.422326
2904.515595,Online,13-03-2024 11:31,7704223271,Madurai,legitimate,4529.725958,1625.210363
6532.901663,Branch,01-02-2024 09:22,7430438553,Chapra,legitimate,12821.84797,6288.946308
8073.757426,Online,07-01-2024 17:41,6623209919,Tenali,legitimate,11526.32581,3452.568387
6749.836776,Mobile,04-03-2024 01:33,648620381,Jodhpur,fraud,8101.991317,1352.154541
8675.143843,Online,17-02-2024 11:40,5874368545,Patiala,fraud,12878.50554,4203.361695
412.7028338,Mobile,08-02-2024 06:18,6394910269,Sagar,fraud,659.310559,246.6077252
965.7203678,Mobile,11-03-2024 04:21,7732530302,Phagwara,legitimate,9392.065695,8426.345327
4356.85362,Online,24-02-2024 17:29,2462639050,Shimla,legitimate,9540.483437,5183.629817
6487.663901,Mobile,23-01-2024 22:52,6719156672,Hospet,legitimate,7965.348009,1477.684108
9838.42136,Branch,27-02-2024 04:50,8109148080,Vadodara,fraud,12284.52651,2446.105152
4973.550779,Branch,21-02-2024 04:02,6197689427,Naihati,fraud,9508.505181,4534.954402
2369.588813,Branch,24-01-2024 08:46,8148481483,Mira-Bhayandar,fraud,4339.395703,1969.80689
8457.287445,Mobile,26-01-2024 13:56,818439807,Nashik,fraud,11216.41914,2759.131699
3206.885401,Mobile,24-01-2024 10:03,6428337076,Ongole,legitimate,8597.302487,5390.417086
8599.2139,Branch,04-01-2024 18:08,325162102,Anantapuram,legitimate,16942.04313,8342.829229
967.663193,Mobile,20-01-2024 16:45,8464513538,Chandrapur,fraud,5045.876081,4078.212888
7778.557324,Online,22-01-2024 05:32,5464256573,South Dumdum,fraud,14976.61253,7198.055208
2638.984304,Online,18-01-2024 20:37,1637379590,Pali,legitimate,11418.15802,8779.173713
2542.120759,Mobile,06-03-2024 09:20,7851927365,Bally,fraud,4783.500068,2241.379309
8424.996233,Mobile,21-02-2024 01:17,6714814339,Jabalpur,legitimate,16516.19674,8091.200507
6618.673163,Branch,09-01-2024 03:56,267055399,Buxar,fraud,14216.95493,7598.281763
5761.535485,Branch,04-02-2024 18:13,4317916680,Bangalore,fraud,9395.214735,3633.67925
9791.91304,Mobile,02-03-2024 13:09,5932775920,Cuttack,legitimate,19688.16064,9896.247599
9749.436901,Branch,13-03-2024 20:54,8763084967,Jaunpur,legitimate,12448.90338,2699.466477
9784.384618,Online,16-01-2024 16:37,1647636690,Miryalaguda,legitimate,12406.93695,2622.552334
3205.660935,Mobile,01-02-2024 15:52,7655230422,Nanded,legitimate,10951.02667,7745.36573
6917.45313,Branch,28-01-2024 14:23,4232936822,Nizamabad,legitimate,11320.56058,4403.107449
4046.763975,Branch,10-02-2024 07:28,5514227658,Muzaffarnagar,fraud,7421.634423,3374.870448
252.4094277,Mobile,20-01-2024 13:03,9547175921,Durg,legitimate,2121.171201,1868.761773
755.0353695,Online,10-02-2024 17:56,5740871592,Bangalore,legitimate,8431.826436,7676.791066
5658.697421,Online,03-02-2024 00:44,2283111583,Rohtak,fraud,13543.2833,7884.585881
1302.863625,Branch,21-02-2024 10:36,2201361112,North Dumdum,fraud,7011.847257,5708.983632
5848.920937,Branch,11-03-2024 12:27,2324808003,Kishanganj,legitimate,15426.32571,9577.404771
1394.101504,Online,14-01-2024 22:53,7969850231,Ajmer,legitimate,4643.917881,3249.816377
675.8215755,Mobile,16-02-2024 21:17,8143853149,Naihati,fraud,2950.050126,2274.22855
1002.94042,Branch,10-02-2024 05:27,1566808929,Sri Ganganagar,fraud,7809.861433,6806.921012
3758.784574,Mobile,01-03-2024 07:48,6402667001,Noida,legitimate,11367.03012,7608.245544
7754.104552,Online,21-01-2024 00:09,9944177601,Hubli–Dharwad,legitimate,10080.67366,2326.569108
6685.452485,Online,19-02-2024 03:05,6155379489,Navi Mumbai,fraud,7543.899051,858.4465662
6312.824993,Branch,09-03-2024 09:17,7991655667,Bhopal,fraud,14436.93821,8124.113217
7191.601542,Mobile,04-02-2024 16:15,5448594282,Pali,fraud,16958.97108,9767.369539
2494.33768,Branch,07-02-2024 05:44,7080433825,Jalna,fraud,8976.593312,6482.255632
5197.840164,Mobile,13-01-2024 15:15,7249775028,Tezpur,legitimate,8048.722476,2850.882311
4356.580436,Branch,06-01-2024 06:46,935675840,Malda,legitimate,14323.63926,9967.058825
8454.406171,Mobile,11-01-2024 09:48,7012987749,Karnal,legitimate,17397.74587,8943.339699
8046.168767,Mobile,06-01-2024 09:04,7257745715,Mango,fraud,13228.63717,5182.468398
3656.166595,Mobile,06-03-2024 15:21,8733887452,Coimbatore,legitimate,11926.84732,8270.68072
817.2241892,Online,10-01-2024 19:47,4072410687,Barasat,fraud,8993.847369,8176.62318
3465.721452,Online,06-02-2024 11:47,826323298,Fatehpur,legitimate,12820.23125,9354.5098
8746.890057,Mobile,07-03-2024 22:33,5227612520,Machilipatnam,fraud,17172.03611,8425.146053
4332.115895,Mobile,20-02-2024 13:33,5526035336,Ahmedabad,legitimate,10804.54033,6472.424436
582.0789992,Branch,09-02-2024 13:24,7215595261,Dindigul,legitimate,6714.185817,6132.106818
5025.644536,Branch,06-02-2024 14:19,4539144849,Srikakulam,legitimate,9752.481691,4726.837154
9033.88903,Mobile,17-02-2024 00:03,128633145,Amritsar,legitimate,15336.09687,6302.207836
2026.775983,Online,05-03-2024 19:22,197755673,Jaipur,legitimate,9999.42019,7972.644207
9391.444856,Mobile,15-02-2024 14:35,9326685507,Burhanpur,legitimate,19084.91736,9693.4725
3109.069372,Online,15-02-2024 05:59,9503689657,Korba,fraud,7835.214218,4726.144846
1947.013538,Branch,27-01-2024 06:51,1875951684,Khandwa,fraud,7726.180248,5779.16671
6009.415836,Branch,09-01-2024 15:00,769855826,Bathinda,legitimate,10512.99024,4503.574401
4926.954817,Mobile,29-02-2024 23:00,8587738873,Davanagere,fraud,11644.99217,6718.037348
1962.399481,Mobile,24-02-2024 14:45,8035458421,Kota,fraud,8298.612471,6336.21299
3505.181097,Online,25-02-2024 16:51,6216183774,Bhavnagar,legitimate,3781.73562,276.5545229
6337.921956,Mobile,28-01-2024 08:54,9842262235,Bulandshahr,legitimate,11795.42139,5457.499435
8007.954034,Online,11-02-2024 18:32,6183380159,Ramagundam,fraud,8983.974302,976.0202674
5481.173325,Branch,09-01-2024 15:49,8498172493,Dehradun,fraud,5842.371143,361.1978183
4974.022252,Mobile,14-03-2024 19:59,8005527956,Siliguri,legitimate,12906.87416,7932.851905
7026.431739,Mobile,02-02-2024 03:18,2508840653,Thanjavur,legitimate,9687.065375,2660.633635
9957.771075,Mobile,25-02-2024 17:41,6104329042,Tenali,legitimate,13430.25634,3472.485265
3878.003341,Branch,25-01-2024 05:54,874527664,Bettiah,legitimate,4612.440758,734.4374173
4155.761406,Mobile,25-01-2024 23:33,6097430351,Fatehpur,legitimate,6032.813985,1877.052579
5781.271912,Branch,15-03-2024 04:51,6378610309,Unnao,legitimate,13460.75961,7679.487701
5317.710493,Branch,03-02-2024 17:28,6528632302,Muzaffarpur,fraud,10303.66571,4985.955219
9091.832271,Online,07-02-2024 18:06,3599818963,Uluberia,fraud,17910.45005,8818.617779
7978.347427,Online,07-01-2024 10:31,5718238346,Giridih,fraud,12011.04453,4032.697102
944.961714,Mobile,01-03-2024 03:09,268220675,Vijayanagaram,fraud,3705.098998,2760.137284
6598.455075,Mobile,17-02-2024 20:08,9565986049,Unnao,legitimate,10139.69324,3541.238163
4716.466586,Online,26-02-2024 03:53,9934589466,Srikakulam,legitimate,11872.90734,7156.440756
8913.128526,Branch,14-02-2024 22:58,427229021,Moradabad,legitimate,14507.68468,5594.556156
4353.766297,Online,06-03-2024 10:37,7143157353,Guna,legitimate,13405.25925,9051.492955
461.8417117,Mobile,24-01-2024 07:05,38657964,Imphal,fraud,6523.312529,6061.470817
1486.238566,Online,20-02-2024 21:21,3018336333,Tadepalligudem,legitimate,6467.11883,4980.880264
6966.818769,Mobile,13-02-2024 09:51,1978517639,Jhansi,legitimate,14845.77074,7878.951966
3612.235789,Online,11-01-2024 14:10,356557811,Sagar,legitimate,13092.82091,9480.585122
8097.674825,Mobile,31-01-2024 11:15,5366354181,Surat,fraud,11720.54935,3622.874521
5101.547058,Branch,22-01-2024 22:43,4189620815,Bardhaman,fraud,7675.321539,2573.774481
9683.956176,Branch,08-02-2024 13:31,9448200155,Bhiwandi,legitimate,15884.5084,6200.552223
2620.942482,Mobile,13-03-2024 16:41,5232073220,Anantapuram,fraud,7659.783412,5038.840929
2213.762526,Branch,19-02-2024 03:02,5318620742,Nadiad,fraud,12106.69972,9892.937191
4670.989824,Online,12-02-2024 05:20,1007011958,Panihati,legitimate,9348.371487,4677.381663
7220.097605,Branch,26-01-2024 12:34,8809359038,Varanasi,fraud,8055.979963,835.8823585
8075.923173,Mobile,22-02-2024 07:49,1328846392,Thrissur,legitimate,17851.87687,9775.953702
485.4863652,Mobile,20-02-2024 05:28,2110170772,Suryapet,legitimate,8936.997127,8451.510761
2808.903996,Branch,11-01-2024 11:49,3696300,Parbhani,fraud,4673.580421,1864.676425
6836.943091,Mobile,01-03-2024 02:58,2372970060,Pali,fraud,15892.5351,9055.592006
2534.981511,Branch,17-02-2024 12:47,9608999156,Gudivada,fraud,6007.583037,3472.601526
298.704858,Mobile,19-01-2024 01:53,7986070872,Mango,fraud,4132.113505,3833.408647
7968.614533,Mobile,08-03-2024 08:23,4452668710,Bhavnagar,fraud,17041.89021,9073.275675
8103.133746,Online,27-01-2024 03:29,7494782408,Shivpuri,fraud,13451.27784,5348.144094
3226.154197,Branch,04-03-2024 05:00,460272389,Eluru,legitimate,4690.007198,1463.853001
9698.887815,Branch,28-02-2024 04:54,9555242400,Karnal,fraud,13452.54379,3753.655977
6538.224295,Mobile,15-03-2024 15:17,4165431531,Aurangabad,fraud,13786.98901,7248.764718
3408.959355,Branch,23-01-2024 09:29,1461166262,Farrukhabad,fraud,5233.382817,1824.423462
9338.730369,Branch,15-03-2024 15:00,1818372955,Aizawl,legitimate,15282.01922,5943.288854
8805.369135,Mobile,15-02-2024 05:42,9619998963,Phagwara,legitimate,15788.58305,6983.213916
8220.507858,Mobile,23-01-2024 21:45,8018873045,Singrauli,legitimate,11724.65826,3504.150398
2000.959239,Branch,01-02-2024 16:05,5942177722,Giridih,legitimate,8970.378057,6969.418818
9874.62797,Online,16-01-2024 09:47,6334129364,Aligarh,legitimate,18728.28075,8853.652783
3574.058624,Online,29-02-2024 19:58,4320711302,Gurgaon,fraud,8348.014392,4773.955768
3045.729668,Mobile,02-03-2024 12:53,9365943865,Imphal,fraud,6936.532017,3890.802349
5656.105604,Branch,06-03-2024 19:41,6532699548,Jamshedpur,fraud,8242.573777,2586.468173
